Day,Date,Tierkidi sim,Tierkidi data,Tierkidi error,Pugnido sim,Pugnido data,Pugnido error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Kakuma sim,Kakuma data,Kakuma error,Khartoum sim,Khartoum data,Khartoum error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
109,2014-04-03,1843,26817,0.9313,5215,1261,3.1356,0,0,0.0,8,0,0.0,23507,31472,0.2531,591,10647,0.9445,7395,2236,2.3072,27432,67460,0.5934,14212,8921,0.5931,7751,17286,0.5516,0.6440096327513546,166100,145571,166100,87954,0
110,2014-04-04,1921,27562,0.9303,5295,1299,3.0762,0,0,0.0,8,0,0.0,23815,32055,0.2571,616,10783,0.9429,7543,2236,2.3734,27938,67614,0.5868,14215,8919,0.5938,7914,17398,0.5451,0.6422682377610713,167866,147530,167866,89265,0
111,2014-04-05,1986,28307,0.9298,5412,1337,3.0479,0,0,0.0,9,0,0.0,24140,32193,0.2501,628,10919,0.9425,7672,2236,2.4311,28466,67768,0.5799,14221,8916,0.595,8085,17510,0.5383,0.6396333029919733,169186,149280,169186,90619,0
112,2014-04-06,2062,29052,0.929,5524,1375,3.0175,0,0,0.0,10,0,0.0,24469,32251,0.2413,648,11056,0.9414,7840,2236,2.5063,29001,67922,0.573,14217,8914,0.5949,8235,17622,0.5327,0.6369493275752811,170428,150949,170428,92006,0
113,2014-04-07,2125,29797,0.9287,5621,1413,2.9781,0,0,0.0,10,0,0.0,24794,32318,0.2328,671,11192,0.94,7990,2236,2.5733,29483,68076,0.5669,14219,8911,0.5957,8397,17733,0.5265,0.6344858920291713,171676,152542,171676,93310,0
114,2014-04-08,2198,30542,0.928,5735,1451,2.9524,0,0,0.0,11,0,0.0,25043,32385,0.2267,686,11328,0.9394,8138,2236,2.6395,29992,68230,0.5604,14226,8909,0.5968,8540,17845,0.5214,0.6325538091437957,172926,154108,172926,94569,0
115,2014-04-09,2275,31287,0.9273,5845,1489,2.9255,0,0,0.0,11,0,0.0,25322,32453,0.2197,710,11464,0.9381,8262,2236,2.695,30529,68384,0.5536,14227,8906,0.5975,8708,17957,0.5151,0.6299088278522873,174176,155765,174176,95889,0
116,2014-04-10,2341,32032,0.9269,5956,1527,2.9005,0,0,0.0,12,0,0.0,25619,32520,0.2122,730,11464,0.9363,8410,2236,2.7612,31062,68538,0.5468,14236,8904,0.5988,8890,18068,0.508,0.6271186440677966,175289,157263,175289,97256,0
117,2014-04-11,2433,32777,0.9258,6078,1565,2.8837,0,0,0.0,12,0,0.0,25891,32587,0.2055,747,11464,0.9348,8561,2236,2.8287,31563,68692,0.5405,14236,8901,0.5994,9051,18180,0.5021,0.6247094704141677,176402,158773,176402,98572,0
118,2014-04-12,2519,33522,0.9249,6182,1603,2.8565,0,0,0.0,12,0,0.0,26180,32654,0.1983,770,11464,0.9328,8703,2236,2.8922,32071,68846,0.5342,14224,8899,0.5984,9220,18292,0.496,0.6219214042677843,177516,160275,177516,99881,0
119,2014-04-13,2604,34266,0.924,6300,1641,2.8391,0,0,0.0,12,0,0.0,26491,32721,0.1904,786,11464,0.9314,8884,2236,2.9732,32600,69000,0.5275,14213,8896,0.5977,9365,18403,0.4911,0.6194136384757064,178627,161879,178627,101255,0
120,2014-04-14,2667,35011,0.9238,6390,1678,2.8081,0,0,0.0,12,0,0.0,26757,32788,0.1839,812,11464,0.9292,9036,2236,3.0411,33107,69154,0.5213,14197,8894,0.5962,9545,18515,0.4845,0.6168409925447869,179740,163150,179740,102523,0
121,2014-04-15,2747,35756,0.9232,6512,1716,2.7949,0,0,0.0,14,0,0.0,26998,32855,0.1783,833,11464,0.9273,9169,2236,3.1006,33615,69309,0.515,14197,8891,0.5968,9734,18627,0.4774,0.6144901412188838,180854,164439,180854,103819,0
122,2014-04-16,2840,36501,0.9222,6625,1754,2.7771,0,0,0.0,14,0,0.0,27261,32922,0.172,856,11464,0.9253,9334,2236,3.1744,34140,69463,0.5085,14210,8889,0.5986,9891,18739,0.4722,0.6122230282247428,181968,165688,181968,105171,0
123,2014-04-17,2924,37246,0.9215,6743,1792,2.7628,0,0,0.0,14,0,0.0,27510,32989,0.1661,877,11464,0.9235,9498,2236,3.2478,34605,69617,0.5029,14218,8886,0.6,10036,18850,0.4676,0.610514529167577,183080,166897,183080,106425,0
124,2014-04-18,3018,37991,0.9206,6855,1830,2.7459,0,0,0.0,14,0,0.0,27748,33056,0.1606,894,11465,0.922,9665,2236,3.3225,35145,69771,0.4963,14221,8884,0.6007,10198,18962,0.4622,0.608306414397785,184195,168215,184195,107758,0
125,2014-04-19,3113,38736,0.9196,6951,1868,2.7211,0,0,0.0,15,0,0.0,27986,33123,0.1551,917,11465,0.92,9848,2236,3.4043,35651,69925,0.4902,14226,8881,0.6018,10362,19074,0.4567,0.6062825134370885,185308,169248,185308,109069,0
126,2014-04-20,3194,39481,0.9191,7059,1906,2.7036,0,0,0.0,15,0,0.0,28197,33190,0.1504,938,11465,0.9182,10006,2236,3.475,36169,70079,0.4839,14225,8879,0.6021,10497,19185,0.4529,0.6044866189967868,186421,170375,186421,110300,0
127,2014-04-21,3273,40226,0.9186,7167,1944,2.6867,0,0,0.0,17,0,0.0,28427,33257,0.1452,955,11465,0.9167,10161,2236,3.5443,36687,70233,0.4776,14225,8876,0.6026,10638,19297,0.4487,0.6026213913210404,187534,171434,187534,111550,0
128,2014-04-22,3355,40971,0.9181,7269,1982,2.6675,0,0,0.0,19,0,0.0,28654,33325,0.1402,973,11465,0.9151,10326,2236,3.6181,37169,70387,0.4719,14220,8874,0.6024,10778,19409,0.4447,0.6009573334605537,188649,172363,188649,112763,0
129,2014-04-23,3433,41716,0.9177,7377,2020,2.652,0,0,0.0,22,0,0.0,28869,33392,0.1355,994,11465,0.9133,10523,2236,3.7062,37653,70541,0.4662,14212,8871,0.6021,10897,19520,0.4418,0.5996753811373253,189761,173362,189761,113980,0
130,2014-04-24,3522,42461,0.9171,7476,2058,2.6327,0,0,0.0,22,0,0.0,29078,33459,0.1309,1024,11465,0.9107,10733,2236,3.8001,38147,70695,0.4604,14214,8869,0.6027,11040,19632,0.4377,0.5982082514734774,190875,174465,190875,115256,0
131,2014-04-25,3609,43206,0.9165,7574,2096,2.6135,0,0,0.0,23,0,0.0,29279,33526,0.1267,1051,11465,0.9083,10936,2236,3.8909,38619,70849,0.4549,14210,8866,0.6028,11169,19744,0.4343,0.5969539762901848,191988,175426,191988,116470,0
132,2014-04-26,3690,43951,0.916,7690,2134,2.6036,0,0,0.0,29,0,0.0,29496,33593,0.122,1078,11465,0.906,11153,2236,3.9879,39077,71003,0.4496,14215,8864,0.6037,11298,19855,0.431,0.595962734527527,193101,176714,193101,117726,0
133,2014-04-27,3814,44696,0.9147,7795,2172,2.5889,0,0,0.0,29,0,0.0,29731,33660,0.1167,1101,11465,0.904,11388,2236,4.093,39532,71157,0.4444,14220,8861,0.6048,11442,19967,0.427,0.5946430226451235,194214,177856,194214,119052,0
134,2014-04-28,3901,45440,0.9142,7890,2209,2.5718,0,0,0.0,30,0,0.0,29935,33727,0.1124,1127,12712,0.9113,11631,2236,4.2017,39998,71311,0.4391,14227,8859,0.6059,11582,20079,0.4232,0.5962161639696194,196573,178898,196573,120321,0
135,2014-04-29,3991,45534,0.9124,7984,2214,2.6061,0,0,0.0,34,0,0.0,30132,33794,0.1084,1150,13959,0.9176,11851,2236,4.3001,40446,71465,0.434,14220,8856,0.6057,11739,20191,0.4186,0.5965629082618323,198249,180050,198249,121547,0
136,2014-04-30,4087,45628,0.9104,8075,2218,2.6407,0,0,0.0,39,0,0.0,30329,33861,0.1043,1165,15207,0.9234,12045,2236,4.3869,40927,71620,0.4286,14208,8854,0.6047,11887,20302,0.4145,0.5966307533787502,199926,181270,199926,122762,0
137,2014-05-01,4185,45721,0.9085,8175,2222,2.6791,0,0,0.0,40,0,0.0,30552,34011,0.1017,1182,16454,0.9282,12263,2236,4.4843,41421,72217,0.4264,14204,8851,0.6048,12022,20380,0.4101,0.5977178710686222,202092,182353,202092,124044,0
138,2014-05-02,4271,45815,0.9068,8262,2227,2.7099,0,0,0.0,41,0,0.0,30726,34162,0.1006,1206,17702,0.9319,12474,2236,4.5787,41861,72815,0.4251,14208,8849,0.6056,12160,20457,0.4056,0.5992274665504765,204263,183390,204263,125209,0
139,2014-05-03,4368,45909,0.9049,8365,2231,2.7494,0,0,0.0,43,0,0.0,30948,34312,0.098,1235,18949,0.9348,12662,2236,4.6628,42325,73413,0.4235,14214,8846,0.6068,12303,20534,0.4008,0.6002470571137916,206430,184821,206430,126463,0
140,2014-05-04,4465,46002,0.9029,8452,2235,2.7817,0,0,0.0,45,0,0.0,31189,34462,0.095,1255,20197,0.9379,12869,2236,4.7554,42757,74011,0.4223,14214,8844,0.6072,12421,20611,0.3974,0.6014487195466879,208598,186271,208598,127667,0
141,2014-05-05,4546,46096,0.9014,8544,2239,2.816,0,0,0.0,46,0,0.0,31390,34612,0.0931,1292,21444,0.9398,13095,2236,4.8564,43184,74609,0.4212,14223,8841,0.6088,12551,20689,0.3933,0.6029388041714508,210766,187505,210766,128871,0
142,2014-05-06,4628,46189,0.8998,8644,2244,2.852,0,0,0.0,46,0,0.0,31621,34763,0.0904,1322,22692,0.9417,13315,2236,4.9548,43617,75207,0.42,14226,8839,0.6095,12698,20766,0.3885,0.6041392718939024,212936,189029,212936,130117,0
143,2014-05-07,4715,46283,0.8981,8751,2248,2.8928,0,0,0.0,47,0,0.0,31897,34913,0.0864,1356,22828,0.9406,13518,2236,5.0456,44043,75805,0.419,14223,8836,0.6097,12819,20843,0.385,0.6031113312647202,213992,190475,213992,131369,0
144,2014-05-08,4809,46377,0.8963,8833,2252,2.9223,0,0,0.0,49,0,0.0,32180,35038,0.0816,1374,22964,0.9402,13733,2236,5.1418,44448,76403,0.4182,14221,8834,0.6098,12960,20921,0.3805,0.6020044180909196,215025,192067,215025,132607,0
145,2014-05-09,4920,46470,0.8941,8924,2257,2.9539,0,0,0.0,49,0,0.0,32417,35164,0.0781,1404,23100,0.9392,13960,2236,5.2433,44898,77001,0.4169,14217,8831,0.6099,13087,21049,0.3783,0.6010143076609843,216108,193744,216108,133876,0
146,2014-05-10,5017,46564,0.8923,9029,2261,2.9934,0,0,0.0,50,0,0.0,32671,35289,0.0742,1430,23236,0.9385,14187,2236,5.3448,45335,77599,0.4158,14215,8829,0.61,13215,21177,0.376,0.6001721986638489,217191,195312,217191,135149,0
147,2014-05-11,5111,46658,0.8905,9112,2265,3.023,0,0,0.0,53,0,0.0,32921,35414,0.0704,1457,23372,0.9377,14417,2236,5.4477,45771,78196,0.4147,14211,8826,0.6101,13331,21306,0.3743,0.5993457734121949,218273,197006,218273,136384,0
148,2014-05-12,5197,46751,0.8888,9223,2270,3.063,0,0,0.0,55,0,0.0,33203,35540,0.0658,1477,23508,0.9372,14674,2236,5.5626,46239,78794,0.4132,14206,8824,0.6099,13477,21434,0.3712,0.5983943981728416,219357,198671,219357,137751,0
149,2014-05-13,5288,46845,0.8871,9303,2274,3.091,0,0,0.0,59,0,0.0,33436,35665,0.0625,1510,23644,0.9361,14918,2236,5.6717,46667,79392,0.4122,14214,8821,0.6114,13614,21563,0.3686,0.5977000544365814,220440,200185,220440,139009,0
150,2014-05-14,5367,46938,0.8857,9396,2278,3.1247,0,0,0.0,61,0,0.0,33691,35791,0.0587,1531,23780,0.9356,15211,2236,5.8028,47095,79990,0.4112,14214,8819,0.6117,13717,21691,0.3676,0.59740072136979,221523,201804,221523,140283,0
151,2014-05-15,5464,47032,0.8838,9487,2282,3.1573,0,0,0.0,62,0,0.0,33865,35916,0.0571,1564,23874,0.9345,15463,2236,5.9155,47597,80588,0.4094,14211,8816,0.612,13857,21820,0.3649,0.5965564961089844,222564,203473,222564,141570,0
152,2014-05-16,5540,47126,0.8824,9576,2287,3.1871,0,0,0.0,64,0,0.0,34063,35947,0.0524,1595,23969,0.9335,15693,2236,6.0183,48095,81186,0.4076,14205,8814,0.6116,14007,21948,0.3618,0.5953881877116767,223513,205044,223513,142838,0
153,2014-05-17,5623,47219,0.8809,9670,2291,3.2209,0,0,0.0,70,0,0.0,34288,35977,0.0469,1612,24064,0.933,15953,2236,6.1346,48563,81784,0.4062,14210,8811,0.6128,14164,22077,0.3584,0.5944782788838942,224459,206366,224459,144153,0
154,2014-05-18,5694,47313,0.8797,9757,2295,3.2514,0,0,0.0,135,850,0.8412,34507,36008,0.0417,1645,24158,0.9319,16210,2236,6.2496,49025,82382,0.4049,14207,8809,0.6128,14297,22205,0.3561,0.5942251255215332,226256,207758,226256,145477,0
155,2014-05-19,5775,47407,0.8782,9854,2300,3.2843,0,0,0.0,195,1701,0.8854,34725,36038,0.0364,1667,24253,0.9313,16439,2236,6.352,49507,82980,0.4034,14198,8807,0.6121,14454,22333,0.3528,0.59431716033413,228055,209193,228055,146814,0
156,2014-05-20,5845,47500,0.8769,9929,2304,3.3095,0,0,0.0,244,2176,0.8879,34932,36069,0.0315,1693,24348,0.9305,16684,2236,6.4615,49980,83578,0.402,14197,8807,0.612,14624,22527,0.3508,0.5939706811300617,229545,210611,229545,148128,0
157,2014-05-21,5908,47594,0.8759,10024,2308,3.3432,0,0,0.0,294,2651,0.8891,35137,36100,0.0267,1720,24443,0.9296,16931,2236,6.572,50431,84176,0.4009,14200,8807,0.6124,14768,22721,0.35,0.5939810246022265,231036,211823,231036,149413,0
158,2014-05-22,5971,47687,0.8748,10110,2312,3.3728,0,0,0.0,356,3125,0.8861,35357,36130,0.0214,1756,24461,0.9282,17182,2236,6.6843,50882,84763,0.3997,14208,9015,0.576,14896,22915,0.3499,0.5923213149705129,232644,213090,232644,150718,0
159,2014-05-23,6037,47781,0.8737,10206,2317,3.4048,0,0,0.0,423,3600,0.8825,35564,36161,0.0165,1781,24479,0.9272,17419,2236,6.7903,51313,85350,0.3988,14212,9224,0.5408,15022,23109,0.35,0.5908041168460281,234257,214521,234257,151977,0
160,2014-05-24,6111,47875,0.8724,10276,2321,3.4274,0,0,0.0,473,4074,0.8839,35773,36192,0.0116,1807,24497,0.9262,17669,2236,6.9021,51754,85937,0.3978,14212,9433,0.5066,15153,23303,0.3497,0.5892024352603998,235868,216037,235868,153228,0
161,2014-05-25,6197,47968,0.8708,10365,2325,3.4581,0,0,0.0,526,4549,0.8844,36015,36222,0.0057,1835,24515,0.9251,17918,2236,7.0134,52208,86524,0.3966,14209,9642,0.4737,15298,23497,0.3489,0.5873596712116491,237478,217128,237478,154571,0
162,2014-05-26,6273,48062,0.8695,10437,2330,3.4794,0,0,0.0,571,5024,0.8863,36257,36253,0.0001,1862,24533,0.9241,18171,2236,7.1266,52669,87111,0.3954,14210,9851,0.4425,15412,23691,0.3495,0.5857142259641727,239091,218478,239091,155862,0
163,2014-05-27,6347,48156,0.8682,10525,2334,3.5094,0,0,0.0,625,5498,0.8863,36518,36283,0.0065,1893,24551,0.9229,18408,2236,7.2326,53074,87174,0.3912,14215,10060,0.413,15558,23691,0.3433,0.584733085260206,239983,219635,239983,157163,0
164,2014-05-28,6425,48249,0.8668,10621,2338,3.5428,0,0,0.0,681,5973,0.886,36737,36314,0.0116,1925,24569,0.9216,18644,2236,7.3381,53522,87237,0.3865,14225,10069,0.4128,15682,23759,0.34,0.5849450038214867,240744,221174,240744,158462,0
165,2014-05-29,6488,48343,0.8658,10726,2343,3.5779,0,0,0.0,751,6448,0.8835,36967,36345,0.0171,1958,24587,0.9204,18926,2236,7.4642,53947,87301,0.3821,14222,10078,0.4112,15806,23827,0.3366,0.5854671480861917,241508,222699,241508,159791,0
166,2014-05-30,6554,48437,0.8647,10803,2347,3.6029,0,0,0.0,803,6922,0.884,37213,36402,0.0223,1987,24605,0.9192,19185,2236,7.5801,54403,87364,0.3773,14216,10087,0.4093,15959,23895,0.3321,0.5854928908974597,242295,224139,242295,161123,0
167,2014-05-31,6626,48437,0.8632,10874,2351,3.6253,0,0,0.0,868,7498,0.8842,37448,36460,0.0271,2014,24623,0.9182,19444,2236,7.6959,54861,87428,0.3725,14217,10097,0.408,16110,23963,0.3277,0.585409699168631,243093,225472,243093,162462,0
168,2014-06-01,6694,48437,0.8618,10956,2355,3.6522,0,0,0.0,929,8073,0.8849,37636,36518,0.0306,2040,24641,0.9172,19686,2236,7.8041,55361,87487,0.3672,14217,10106,0.4068,16240,24030,0.3242,0.5850510285669768,243883,226737,243883,163759,0
169,2014-06-02,6769,48437,0.8603,11027,2360,3.6725,0,0,0.0,984,8649,0.8862,37839,36576,0.0345,2063,24659,0.9163,19918,2236,7.9079,55825,87547,0.3623,14209,10115,0.4047,16371,24097,0.3206,0.5847855940100377,244676,228026,244676,165005,0
170,2014-06-03,6837,48437,0.8588,11118,2364,3.703,0,0,0.0,1042,9224,0.887,38016,36634,0.0377,2085,24677,0.9155,20170,2236,8.0206,56263,87607,0.3578,14203,10124,0.4029,16500,24164,0.3172,0.5847262564825414,245467,229351,245467,166234,0
171,2014-06-04,6904,48437,0.8575,11180,2368,3.7213,0,0,0.0,1094,9800,0.8884,38185,36692,0.0407,2101,24695,0.9149,20417,2236,8.131,56696,87667,0.3533,14205,10134,0.4017,16623,24231,0.314,0.5846219442865265,246260,230483,246260,167405,0
172,2014-06-05,6972,48437,0.8561,11268,2373,3.7484,0,0,0.0,1151,10376,0.8891,38353,36750,0.0436,2128,24710,0.9139,20684,2236,8.2504,57151,87727,0.3485,14211,10143,0.4011,16742,24299,0.311,0.5845716066723066,247051,231936,247051,168660,0
173,2014-06-06,7024,48437,0.855,11344,2377,3.7724,0,0,0.0,1200,10951,0.8904,38552,36831,0.0467,2159,24725,0.9127,20955,2236,8.3716,57590,87787,0.344,14211,10152,0.3998,16873,24366,0.3075,0.584543011837232,247862,233068,247862,169908,0
174,2014-06-07,7087,48437,0.8537,11425,2377,3.8065,0,0,0.0,1264,11475,0.8898,38737,36913,0.0494,2180,24741,0.9119,21210,2236,8.4857,58032,87847,0.3394,14202,10161,0.3977,17020,24433,0.3034,0.5841726329337945,248620,234135,248620,171157,0
175,2014-06-08,7165,48437,0.8521,11498,2378,3.8352,0,0,0.0,1315,11999,0.8904,38896,36995,0.0514,2218,24756,0.9104,21420,2236,8.5796,58514,87907,0.3344,14211,10171,0.3972,17162,24500,0.2995,0.5833289892091956,249379,235350,249379,172399,0
176,2014-06-09,7242,48437,0.8505,11564,2378,3.8629,0,0,0.0,1360,12523,0.8914,39070,37076,0.0538,2242,24771,0.9095,21638,2236,8.6771,59001,87967,0.3293,14212,10177,0.3965,17313,24567,0.2953,0.5825883933283227,250132,236438,250132,173642,0
177,2014-06-10,7280,48437,0.8497,11652,2378,3.8999,0,0,0.0,1412,13047,0.8918,39275,37158,0.057,2281,24787,0.908,21824,2236,8.7603,59471,88027,0.3244,14209,10183,0.3954,17432,24635,0.2924,0.5821800962979496,250888,237625,250888,174836,0
178,2014-06-11,7344,48437,0.8484,11730,2378,3.9327,0,0,0.0,1468,13571,0.8918,39470,37240,0.0599,2308,24802,0.9069,21972,2236,8.8265,59896,88085,0.32,14215,10189,0.3951,17559,24678,0.2885,0.5816084827673916,251616,238563,251616,175962,0
179,2014-06-12,7427,48437,0.8467,11816,2379,3.9668,0,0,0.0,1524,14094,0.8919,39635,37321,0.062,2331,24817,0.9061,22076,2236,8.873,60391,88143,0.3149,14217,10196,0.3944,17688,24721,0.2845,0.5804100751355292,252344,239270,252344,177105,0
180,2014-06-13,7506,48437,0.845,11899,2379,4.0017,0,0,0.0,1587,16293,0.9026,39799,37380,0.0647,2358,24833,0.905,22149,2236,8.9056,60848,88202,0.3101,14211,10202,0.393,17819,24765,0.2805,0.5820859194353171,254727,240475,254727,178176,0
181,2014-06-14,7578,48437,0.8435,11965,2379,4.0294,0,0,0.0,1640,18491,0.9113,39964,37439,0.0674,2395,24848,0.9036,22200,2236,8.9284,61275,88260,0.3057,14207,10208,0.3918,17938,24808,0.2769,0.5837747854970323,257106,241451,257106,179162,0
182,2014-06-15,7652,48437,0.842,12045,2379,4.0631,0,0,0.0,1689,20689,0.9184,40125,37498,0.0701,2428,24863,0.9023,22233,2236,8.9432,61720,88318,0.3012,14206,10214,0.3908,18069,24852,0.2729,0.5853225222169982,259486,242361,259486,180167,0
183,2014-06-16,7734,48437,0.8403,12138,2380,4.1,0,0,0.0,1737,22887,0.9241,40302,37557,0.0731,2465,24879,0.9009,22252,2236,8.9517,62187,88377,0.2963,14213,10221,0.3906,18208,24895,0.2686,0.5867628470723911,261869,243270,261869,181236,0
184,2014-06-17,7794,48437,0.8391,12222,2380,4.1353,0,0,0.0,1786,22970,0.9222,40451,37615,0.0754,2494,24894,0.8998,22244,2236,8.9481,62650,88435,0.2916,14207,10227,0.3892,18363,24938,0.2637,0.5846405627699022,262132,244092,262132,182211,0
185,2014-06-18,7878,48437,0.8374,12304,2380,4.1697,0,0,0.0,1828,23053,0.9207,40589,37674,0.0774,2518,24910,0.8989,22240,2236,8.9463,63082,88494,0.2872,14196,10233,0.3873,18493,24982,0.2597,0.5826356045564198,262399,245245,262399,183128,0
186,2014-06-19,7959,48437,0.8357,12382,2380,4.2025,0,0,0.0,1876,23136,0.9189,40801,37733,0.0813,2537,24910,0.8982,22216,2236,8.9356,63524,88552,0.2826,14204,10239,0.3872,18601,25025,0.2567,0.5809219944564589,262648,246340,262648,184100,0
187,2014-06-20,8036,48437,0.8341,12469,2381,4.2369,0,0,0.0,1937,25921,0.9253,40986,37792,0.0845,2566,24910,0.897,22188,2236,8.9231,63941,88610,0.2784,14211,10246,0.387,18708,25069,0.2537,0.5834218115827441,265602,247738,265602,185042,0
188,2014-06-21,8098,48437,0.8328,12527,2381,4.2612,0,0,0.0,1982,28705,0.931,41240,38486,0.0716,2581,24910,0.8964,22164,2236,8.9123,64376,88669,0.274,14214,10252,0.3865,18834,25112,0.25,0.5823142190587991,269188,248851,269188,186016,0
189,2014-06-22,8168,48437,0.8314,12599,2381,4.2915,0,0,0.0,2047,31489,0.935,41480,39180,0.0587,2600,24910,0.8956,22147,2236,8.9047,64821,88727,0.2694,14219,10258,0.3861,18966,25156,0.2461,0.5810927727715984,272774,249654,272774,187047,0
190,2014-06-23,8227,48437,0.8302,12685,2381,4.3276,0,0,0.0,2097,34273,0.9388,41657,39180,0.0632,2631,24910,0.8944,22121,2236,8.8931,65231,88785,0.2653,14207,10264,0.3842,19081,25199,0.2428,0.5838463352257269,275665,250674,275665,187937,0
191,2014-06-24,8297,48437,0.8287,12731,2382,4.3447,0,0,0.0,2147,37057,0.9421,41842,39180,0.0679,2665,24910,0.893,22103,2236,8.8851,65641,88844,0.2612,14208,10271,0.3833,19215,25242,0.2388,0.5863748792894863,278559,251737,278559,188849,0
192,2014-06-25,8374,48437,0.8271,12812,2382,4.3787,0,0,0.0,2199,39841,0.9448,41946,39180,0.0706,2688,24910,0.8921,22087,2236,8.8779,66081,88902,0.2567,14212,10277,0.3829,19338,25286,0.2352,0.5886566400545743,281451,253139,281451,189737,0
193,2014-06-26,8456,48437,0.8254,12881,2382,4.4076,0,0,0.0,2251,42625,0.9472,42146,39180,0.0757,2713,24910,0.8911,22085,2236,8.877,66488,88961,0.2526,14206,10283,0.3815,19452,25329,0.232,0.5913245622364539,284343,255181,284343,190678,0
194,2014-06-27,8521,48437,0.8241,12943,2382,4.4337,0,0,0.0,2295,45409,0.9495,42381,39355,0.0769,2751,24910,0.8896,22085,2236,8.877,67024,89019,0.2471,14206,10289,0.3807,19579,25373,0.2284,0.5926411746285793,287410,256750,287410,191785,0
195,2014-06-28,8578,48437,0.8229,13031,2383,4.4683,0,0,0.0,2356,45418,0.9481,42679,39531,0.0796,2780,24910,0.8884,22080,2236,8.8748,67441,89077,0.2429,14208,10296,0.38,19714,25416,0.2243,0.590680004449017,287704,258269,287704,192867,0
196,2014-06-29,8644,48437,0.8215,13106,2383,4.4998,0,0,0.0,2405,45427,0.9471,42972,39707,0.0822,2807,24910,0.8873,22087,2236,8.8779,67896,89136,0.2383,14208,10302,0.3791,19854,25459,0.2202,0.5885755754400219,287997,260158,287997,193979,0
197,2014-06-30,8710,48437,0.8202,13166,2383,4.525,0,0,0.0,2468,45436,0.9457,43245,39883,0.0843,2832,24910,0.8863,22096,2236,8.8819,68369,89194,0.2335,14197,10308,0.3773,19993,25503,0.2161,0.5862222068056471,288290,262302,288290,195076,0
198,2014-07-01,8761,48437,0.8191,13250,2383,4.5602,0,0,0.0,2517,45445,0.9446,43484,40059,0.0855,2861,24910,0.8851,22091,2236,8.8797,68776,89252,0.2294,14208,10315,0.3774,20105,25546,0.213,0.584268650613515,288583,264321,288583,196053,0
199,2014-07-02,8812,48437,0.8181,13317,2383,4.5883,0,0,0.0,2572,45454,0.9434,43780,40235,0.0881,2885,24910,0.8842,22094,2236,8.881,69213,89311,0.225,14222,10321,0.378,20258,25590,0.2084,0.5822547312524016,288877,266586,288877,197153,0
200,2014-07-03,8877,48437,0.8167,13385,2384,4.6145,0,0,0.0,2624,45463,0.9423,44009,40411,0.089,2915,24910,0.883,22100,2236,8.8837,69714,89369,0.2199,14212,10327,0.3762,20378,25633,0.205,0.5797696856520386,289170,268349,289170,198214,0
201,2014-07-04,8955,48437,0.8151,13471,2384,4.6506,0,0,0.0,2684,45472,0.941,44142,40587,0.0876,2932,24910,0.8823,22110,2236,8.8882,70232,89428,0.2147,14223,10333,0.3765,20539,25677,0.2001,0.576886935853854,289464,270199,289464,199288,0
202,2014-07-05,9035,48437,0.8135,13566,2384,4.6904,0,0,0.0,2736,45481,0.9398,44287,40763,0.0865,2950,24910,0.8816,22117,2236,8.8913,70796,89485,0.2089,14227,10340,0.3759,20710,25695,0.194,0.5738253759521763,289731,272071,289731,200424,0
203,2014-07-06,9107,48437,0.812,13629,2384,4.7169,0,0,0.0,2779,45490,0.9389,44400,40939,0.0845,2974,24910,0.8806,22117,2236,8.8913,71397,89543,0.2027,14227,10346,0.3751,20907,25714,0.1869,0.5703398977237852,289999,273805,289999,201537,0
204,2014-07-07,9195,48437,0.8102,13697,2385,4.743,0,0,0.0,2838,45499,0.9376,44542,41115,0.0834,3000,24910,0.8796,22121,2236,8.8931,71997,89601,0.1965,14225,10352,0.3741,21059,25733,0.1816,0.567020822136784,290268,275440,290268,202674,0
205,2014-07-08,9252,48437,0.809,13761,2385,4.7698,0,0,0.0,2893,45507,0.9364,44655,41143,0.0854,3028,24910,0.8784,22122,2236,8.8936,72611,89659,0.1901,14221,10358,0.3729,21225,25752,0.1758,0.5643951003316264,290387,276908,290387,203768,0
206,2014-07-09,9315,48437,0.8077,13851,2385,4.8075,0,0,0.0,2944,45516,0.9353,44743,41171,0.0868,3052,24910,0.8775,22125,2236,8.8949,73200,89717,0.1841,14211,10365,0.3711,21413,25771,0.1691,0.5617745466562022,290508,278118,290508,204854,0
207,2014-07-10,9386,48437,0.8062,13942,2385,4.8457,0,0,0.0,2993,45525,0.9343,44851,41200,0.0886,3067,25244,0.8785,22119,2236,8.8922,73795,89775,0.178,14212,10371,0.3704,21583,25790,0.1631,0.5597928258919519,290963,279475,290963,205948,0
208,2014-07-11,9461,48437,0.8047,14036,2386,4.8826,0,0,0.0,3039,45534,0.9333,44968,41228,0.0907,3093,25578,0.8791,22115,2236,8.8904,74337,89833,0.1725,14214,10377,0.3698,21783,25809,0.156,0.5579065122950538,291418,280772,291418,207046,0
