Day,Date,Tierkidi sim,Tierkidi data,Tierkidi error,Pugnido sim,Pugnido data,Pugnido error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Kakuma sim,Kakuma data,Kakuma error,Khartoum sim,Khartoum data,Khartoum error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
308,2014-10-19,14051,48655,0.7112,20662,2787,6.4137,0,0,0.0,5524,46018,0.88,45789,43798,0.0455,5566,30585,0.818,22137,3572,5.1974,106329,94084,0.1301,14194,11003,0.29,31405,28904,0.0865,0.5057594228941908,309406,305054,309406,265657,0
309,2014-10-20,14085,48656,0.7105,20684,2788,6.4189,0,0,0.0,5549,46021,0.8794,45773,43816,0.0447,5583,30604,0.8176,22133,3613,5.1259,106484,94119,0.1314,14193,11010,0.2891,31480,28921,0.0885,0.505718014653624,309548,305123,309548,265964,0
310,2014-10-21,14130,48657,0.7096,20692,2788,6.4218,0,0,0.0,5566,46024,0.8791,45774,43834,0.0443,5598,30623,0.8172,22127,3654,5.0556,106615,94153,0.1324,14198,11016,0.2889,31560,28939,0.0906,0.5056443904833251,309688,305261,309688,266260,0
311,2014-10-22,14163,48658,0.7089,20730,2788,6.4354,0,0,0.0,5595,46027,0.8784,45764,43851,0.0436,5609,30642,0.817,22113,3694,4.9862,106758,94188,0.1335,14194,11022,0.2878,31616,28957,0.0918,0.5055563265951644,309827,305469,309827,266542,0
312,2014-10-23,14201,48659,0.7082,20742,2788,6.4397,0,0,0.0,5615,46030,0.878,45760,43869,0.0431,5624,30665,0.8166,22107,3735,4.9189,106890,94223,0.1344,14188,11028,0.2865,31697,28975,0.0939,0.5054650097428155,309972,305654,309972,266824,0
313,2014-10-24,14245,48661,0.7073,20751,2789,6.4403,0,0,0.0,5634,46034,0.8776,45756,43887,0.0426,5637,30689,0.8163,22112,3776,4.8559,107028,94227,0.1359,14181,11035,0.2851,31769,28991,0.0958,0.5055322826672343,310089,305745,310089,267113,0
314,2014-10-25,14278,48676,0.7067,20781,2789,6.4511,0,0,0.0,5647,46031,0.8773,45749,43904,0.042,5653,30713,0.8159,22110,3817,4.7925,107139,94231,0.137,14179,11041,0.2842,31860,29008,0.0983,0.5056896940782051,310210,305963,310210,267396,0
315,2014-10-26,14331,48692,0.7057,20803,2790,6.4563,0,0,0.0,5667,46029,0.8769,45729,43922,0.0411,5669,30736,0.8156,22095,3857,4.7285,107236,94235,0.138,14183,11047,0.2839,31924,29025,0.0999,0.5055343775879458,310333,306255,310333,267637,0
316,2014-10-27,14380,48708,0.7048,20827,2790,6.4649,0,0,0.0,5683,46026,0.8765,45710,43940,0.0403,5679,30760,0.8154,22093,3898,4.6678,107339,94239,0.139,14186,11053,0.2835,32009,29042,0.1022,0.5055595639961863,310456,306456,310456,267906,0
317,2014-10-28,14437,48723,0.7037,20830,2791,6.4633,0,0,0.0,5694,46024,0.8763,45718,43953,0.0402,5684,30784,0.8154,22088,3939,4.6075,107458,94243,0.1402,14183,11060,0.2824,32082,29059,0.104,0.5056089330791819,310576,306536,310576,268174,0
318,2014-10-29,14478,48739,0.7029,20856,2791,6.4726,0,0,0.0,5708,46021,0.876,45726,43967,0.04,5705,30803,0.8148,22106,3980,4.5543,107588,94247,0.1416,14187,11066,0.282,32159,29076,0.106,0.5058643664102481,310690,306691,310690,268513,0
319,2014-10-30,14508,48755,0.7024,20874,2792,6.4764,0,0,0.0,5732,46019,0.8754,45737,43980,0.0399,5716,30823,0.8146,22101,4021,4.4964,107712,94251,0.1428,14185,11072,0.2812,32239,29093,0.1081,0.506039136953598,310806,306570,310806,268804,0
320,2014-10-31,14536,48771,0.702,20875,2792,6.4767,0,0,0.0,5750,46017,0.875,45734,43994,0.0396,5731,30842,0.8142,22098,4061,4.4415,107820,94255,0.1439,14185,11079,0.2804,32346,29114,0.111,0.506154217254965,310925,306701,310925,269075,0
321,2014-11-01,14576,48771,0.7011,20882,2793,6.4765,0,0,0.0,5766,46018,0.8747,45727,44008,0.0391,5745,30862,0.8138,22099,4102,4.3874,107926,94259,0.145,14184,11085,0.2796,32431,29136,0.1131,0.5061504530051377,311034,306781,311034,269336,0
322,2014-11-02,14618,48772,0.7003,20899,2794,6.48,0,0,0.0,5776,46019,0.8745,45729,44021,0.0388,5757,30881,0.8136,22123,4143,4.3399,108018,94263,0.1459,14193,11091,0.2797,32511,29158,0.115,0.5062768767958038,311142,306802,311142,269624,0
323,2014-11-03,14654,48773,0.6995,20914,2795,6.4826,0,0,0.0,5790,46020,0.8742,45719,44035,0.0382,5768,30901,0.8133,22152,4184,4.2945,108104,94267,0.1468,14190,11097,0.2787,32603,29179,0.1173,0.5063662446064431,311251,306915,311251,269894,0
324,2014-11-04,14690,48774,0.6988,20918,2795,6.4841,0,0,0.0,5823,46021,0.8735,45727,44049,0.0381,5779,30921,0.8131,22167,4225,4.2466,108218,94271,0.1479,14184,11104,0.2774,32680,29201,0.1191,0.5063993242570521,311361,307179,311361,270186,0
325,2014-11-05,14732,48775,0.698,20926,2796,6.4843,0,0,0.0,5841,46023,0.8731,45725,44062,0.0377,5794,30940,0.8127,22197,4265,4.2045,108301,94275,0.1488,14181,11110,0.2764,32759,29223,0.121,0.5064035265146772,311469,307241,311469,270456,0
326,2014-11-06,14774,48776,0.6971,20938,2797,6.4859,0,0,0.0,5868,46024,0.8725,45720,44076,0.0373,5813,30960,0.8122,22224,4306,4.1612,108379,94284,0.1495,14183,11116,0.2759,32846,29232,0.1236,0.5064142683369119,311571,307359,311571,270745,0
327,2014-11-07,14817,48777,0.6962,20932,2797,6.4837,0,0,0.0,5877,46025,0.8723,45714,44090,0.0368,5816,30979,0.8123,22239,4347,4.1159,108477,94293,0.1504,14183,11122,0.2752,32933,29242,0.1262,0.5064875895171848,311672,307492,311672,270988,0
328,2014-11-08,14863,48777,0.6953,20946,2798,6.4861,0,0,0.0,5897,46026,0.8719,45720,44103,0.0367,5826,30999,0.8121,22248,4388,4.0702,108540,94302,0.151,14180,11129,0.2741,33015,29251,0.1287,0.5064389796422397,311773,307718,311773,271235,0
329,2014-11-09,14912,48778,0.6943,20952,2799,6.4855,0,0,0.0,5917,46027,0.8714,45715,44117,0.0362,5833,31019,0.812,22260,4428,4.0271,108639,94311,0.1519,14181,11135,0.2736,33098,29261,0.1311,0.5064721442885771,311875,307891,311875,271507,0
330,2014-11-10,14961,48779,0.6933,20969,2800,6.4889,0,0,0.0,5932,46029,0.8711,45697,44131,0.0355,5847,31037,0.8116,22259,4469,3.9808,108722,94320,0.1527,14185,11141,0.2732,33189,29271,0.1339,0.5064283585007869,311977,308069,311977,271761,0
331,2014-11-11,15017,48780,0.6921,20975,2800,6.4911,0,0,0.0,5952,46030,0.8707,45686,44136,0.0351,5864,31056,0.8112,22239,4510,3.931,108780,94329,0.1532,14184,11147,0.2724,33283,29280,0.1367,0.5062294115385109,312068,308153,312068,271980,0
332,2014-11-12,15060,48781,0.6913,20978,2801,6.4895,0,0,0.0,5978,46031,0.8701,45681,44141,0.0349,5874,31074,0.811,22218,4551,3.882,108858,94338,0.1539,14182,11154,0.2715,33374,29290,0.1394,0.5061170357603929,312161,308304,312161,272203,0
333,2014-11-13,15096,48782,0.6905,20991,2802,6.4914,0,0,0.0,5995,46032,0.8698,45682,44146,0.0348,5888,31093,0.8106,22197,4592,3.8338,108925,94348,0.1545,14181,11160,0.2707,33448,29300,0.1416,0.5060095114569823,312255,308388,312255,272403,0
334,2014-11-14,15133,48783,0.6898,20999,2803,6.4916,0,0,0.0,6023,46034,0.8692,45688,44151,0.0348,5897,31112,0.8105,22170,4632,3.7863,108999,94368,0.155,14194,11166,0.2712,33537,29325,0.1436,0.5058615633823558,312374,308501,312374,272640,0
335,2014-11-15,15168,48794,0.6891,21002,2832,6.416,0,0,0.0,6050,46034,0.8686,45685,44169,0.0343,5912,31128,0.8101,22149,4673,3.7398,109069,94388,0.1555,14195,11172,0.2706,33631,29350,0.1459,0.5054489025404748,312540,308641,312540,272861,0
336,2014-11-16,15198,48805,0.6886,21021,2861,6.3474,0,0,0.0,6073,46035,0.8681,45688,44188,0.0339,5924,31145,0.8098,22127,4714,3.6939,109152,94408,0.1562,14187,11179,0.2691,33710,29375,0.1476,0.5051005724153369,312710,308742,312710,273080,0
337,2014-11-17,15234,48816,0.6879,21026,2890,6.2754,0,0,0.0,6095,46036,0.8676,45692,44207,0.0336,5940,31162,0.8094,22107,4755,3.6492,109222,94429,0.1567,14186,11185,0.2683,33796,29400,0.1495,0.5046918946560982,312880,308780,312880,273298,0
338,2014-11-18,15278,48827,0.6871,21034,2920,6.2034,0,0,0.0,6118,46037,0.8671,45700,44225,0.0334,5947,31179,0.8093,22101,4796,3.6082,109262,94449,0.1568,14187,11191,0.2677,33882,29425,0.1515,0.5042661053061981,313049,308914,313049,273509,0
339,2014-11-19,15317,48838,0.6864,21030,3088,5.8102,0,0,0.0,6142,46038,0.8666,45694,44244,0.0328,5965,31196,0.8088,22094,4836,3.5687,109320,94469,0.1572,14192,11198,0.2674,33968,29450,0.1534,0.503135401474995,313357,309042,313357,273722,0
340,2014-11-20,15352,48849,0.6857,21042,3257,5.4605,0,0,0.0,6163,46039,0.8661,45684,44263,0.0321,5979,31213,0.8084,22087,4877,3.5288,109374,94490,0.1575,14183,11204,0.2659,34056,29475,0.1554,0.5020196577899492,313667,309168,313667,273920,0
341,2014-11-21,15405,48861,0.6847,21048,3426,5.1436,0,0,0.0,6183,46040,0.8657,45689,44282,0.0318,5995,31232,0.808,22095,4918,3.4927,109414,94602,0.1566,14182,11210,0.2651,34136,29405,0.1609,0.500901342777792,313976,309363,313976,274147,0
342,2014-11-22,15457,48872,0.6837,21062,3724,4.6557,0,0,0.0,6193,46039,0.8655,45692,44292,0.0316,6010,31252,0.8077,22100,4959,3.4565,109458,94715,0.1557,14179,11216,0.2642,34238,29335,0.1671,0.4993288889454332,314404,309473,314404,274389,0
343,2014-11-23,15500,48883,0.6829,21062,4022,4.2367,0,0,0.0,6221,46039,0.8649,45679,44302,0.0311,6015,31272,0.8077,22102,4999,3.4213,109505,94828,0.1548,14186,11223,0.264,34325,29265,0.1729,0.4976543119685674,314833,309528,314833,274595,0
344,2014-11-24,15540,48894,0.6822,21062,4320,3.8755,0,0,0.0,6241,46039,0.8644,45684,44312,0.031,6031,31292,0.8073,22121,5040,3.3891,109552,94940,0.1539,14189,11229,0.2636,34409,29195,0.1786,0.4960778529535845,315261,309711,315261,274829,0
345,2014-11-25,15576,48905,0.6815,21060,4618,3.5604,0,0,0.0,6259,46038,0.864,45675,44323,0.0305,6049,31312,0.8068,22139,5081,3.3572,109626,95053,0.1533,14189,11235,0.2629,34498,29125,0.1845,0.4945452817637555,315690,309889,315690,275071,0
346,2014-11-26,15620,48916,0.6807,21062,4960,3.2464,0,0,0.0,6282,46038,0.8635,45660,44333,0.0299,6058,31332,0.8067,22154,5122,3.3253,109675,95166,0.1525,14206,11241,0.2638,34574,29055,0.19,0.4927205270698975,316163,310128,316163,275291,0
347,2014-11-27,15672,48927,0.6797,21059,5302,2.9719,0,0,0.0,6294,46038,0.8633,45650,44343,0.0295,6062,31352,0.8066,22175,5163,3.295,109749,95207,0.1527,14202,11248,0.2626,34637,29136,0.1888,0.4905404210712436,316716,310277,316716,275500,0
348,2014-11-28,15717,48939,0.6788,21058,5645,2.7304,0,0,0.0,6316,46038,0.8628,45670,44354,0.0297,6077,31366,0.8063,22189,5203,3.2647,109802,95248,0.1528,14204,11254,0.2621,34718,29217,0.1883,0.4884039790206264,317264,310459,317264,275751,0
349,2014-11-29,15746,48950,0.6783,21058,5987,2.5173,0,0,0.0,6342,46048,0.8623,45669,44364,0.0294,6092,31380,0.8059,22197,5244,3.2328,109823,95289,0.1525,14200,11260,0.2611,34789,29299,0.1874,0.4860943738771195,317821,310779,317821,275916,0
350,2014-11-30,15798,48961,0.6773,21063,6329,2.328,0,0,0.0,6361,46059,0.8619,45663,44374,0.029,6104,31394,0.8056,22189,5285,3.1985,109862,95330,0.1524,14200,11266,0.2604,34867,29380,0.1868,0.4837991318495624,318378,311157,318378,276107,0
351,2014-12-01,15847,48972,0.6764,21071,6672,2.1581,0,0,0.0,6381,46069,0.8615,45666,44384,0.0289,6122,31408,0.8051,22191,5326,3.1665,109883,95372,0.1522,14205,11273,0.2601,34940,29461,0.186,0.4814963456732834,318937,311365,318937,276306,0
352,2014-12-02,15890,48983,0.6756,21075,7014,2.0047,0,0,0.0,6400,46080,0.8611,45665,44395,0.0286,6128,31422,0.805,22188,5366,3.1349,109932,95413,0.1522,14203,11279,0.2592,35028,29543,0.1857,0.4793439646942831,319495,311684,319495,276509,0
353,2014-12-03,15942,48994,0.6746,21077,7318,1.8802,0,0,0.0,6414,46090,0.8608,45653,44405,0.0281,6140,31436,0.8047,22178,5407,3.1017,109994,95454,0.1523,14202,11285,0.2585,35099,29624,0.1848,0.4772743607290954,320013,312068,320013,276699,0
354,2014-12-04,15982,49005,0.6739,21084,7622,1.7662,0,0,0.0,6425,46101,0.8606,45673,44415,0.0283,6158,31451,0.8042,22161,5448,3.0677,110044,95495,0.1524,14205,11291,0.2581,35167,29705,0.1839,0.4753020749813592,320533,312440,320533,276899,0
355,2014-12-05,16013,49017,0.6733,21096,7926,1.6616,0,0,0.0,6436,46112,0.8604,45678,44426,0.0282,6169,31459,0.8039,22149,5489,3.0352,110099,95537,0.1524,14209,11298,0.2577,35244,29787,0.1832,0.4733889631242388,321051,312844,321051,277093,0
356,2014-12-06,16055,49024,0.6725,21096,8084,1.6096,0,0,0.0,6461,46111,0.8599,45680,44436,0.028,6187,31467,0.8034,22134,5530,3.0025,110145,95725,0.1506,14203,11304,0.2565,35328,29797,0.1856,0.4715999228563074,321478,313060,321478,277289,0
357,2014-12-07,16093,49031,0.6718,21093,8242,1.5592,0,0,0.0,6479,46111,0.8595,45682,44446,0.0278,6204,31476,0.8029,22118,5570,2.9709,110187,95913,0.1488,14206,11310,0.2561,35396,29807,0.1875,0.4698141693537865,321906,313432,321906,277458,0
358,2014-12-08,16156,49039,0.6705,21102,8400,1.5121,0,0,0.0,6489,46111,0.8593,45686,44457,0.0276,6224,31484,0.8023,22110,5611,2.9405,110261,96102,0.1473,14207,11317,0.2554,35477,29817,0.1898,0.4681545458493879,322338,313869,322338,277712,0
359,2014-12-09,16194,49046,0.6698,21097,8559,1.4649,0,0,0.0,6507,46111,0.8589,45701,44473,0.0276,6244,31492,0.8017,22102,5652,2.9105,110310,96290,0.1456,14204,11323,0.2544,35532,29827,0.1913,0.4663525139959042,322773,314269,322773,277891,0
360,2014-12-10,16239,49054,0.669,21101,8700,1.4254,0,0,0.0,6528,46111,0.8584,45706,44490,0.0273,6260,31501,0.8013,22110,5693,2.8837,110391,96479,0.1442,14201,11329,0.2535,35589,29837,0.1928,0.4647641973551489,323194,314774,323194,278125,0
361,2014-12-11,16288,49061,0.668,21107,8840,1.3877,0,0,0.0,6547,46111,0.858,45721,44507,0.0273,6268,31509,0.8011,22110,5734,2.8559,110411,96667,0.1422,14196,11335,0.2524,35644,29847,0.1942,0.4630157812929721,323611,315231,323611,278292,0
362,2014-12-12,16349,49069,0.6668,21105,8981,1.35,0,0,0.0,6571,46111,0.8575,45729,44524,0.0271,6284,31518,0.8006,22107,5774,2.8287,110462,96856,0.1405,14196,11342,0.2516,35713,29857,0.1961,0.4612877740470077,324032,315720,324032,278516,0
363,2014-12-13,16394,49068,0.6659,21102,9155,1.305,0,0,0.0,6593,46112,0.857,45740,44541,0.0269,6295,31535,0.8004,22110,5815,2.8022,110508,96984,0.1394,14201,11348,0.2514,35775,29881,0.1972,0.4597012073147802,324439,316148,324439,278718,0
364,2014-12-14,16427,49068,0.6652,21102,9329,1.262,0,0,0.0,6618,46114,0.8565,45730,44558,0.0263,6318,31553,0.7998,22111,5856,2.7758,110539,97113,0.1383,14212,11354,0.2517,35840,29906,0.1984,0.4580253716319174,324851,316620,324851,278897,0
365,2014-12-15,16483,49067,0.6641,21104,9503,1.2208,0,0,0.0,6646,46116,0.8559,45733,44575,0.026,6346,31571,0.799,22114,5897,2.75,110587,97241,0.1372,14223,11360,0.252,35892,29931,0.1992,0.4563258429384402,325261,317059,325261,279128,0
366,2014-12-16,16546,49067,0.6628,21112,9677,1.1817,0,0,0.0,6669,46117,0.8554,45750,44580,0.0262,6362,31589,0.7986,22122,5937,2.7261,110609,97370,0.136,14228,11367,0.2517,35950,29955,0.2001,0.4547118304729794,325659,317526,325659,279348,0
367,2014-12-17,16603,49066,0.6616,21099,9763,1.1611,0,0,0.0,6689,46119,0.855,45773,44586,0.0266,6387,31607,0.7979,22125,5978,2.7011,110663,97498,0.135,14222,11373,0.2505,35996,29980,0.2007,0.453455839494432,325970,318082,325970,279557,0
368,2014-12-18,16657,49066,0.6605,21099,9849,1.1422,0,0,0.0,6716,46121,0.8544,45787,44591,0.0268,6401,31625,0.7976,22140,6019,2.6784,110705,97627,0.134,14213,11379,0.2491,36032,30005,0.2009,0.4521977920939555,326282,318479,326282,279750,0
369,2014-12-19,16715,49066,0.6593,21101,9936,1.1237,0,0,0.0,6736,46123,0.854,45792,44597,0.0268,6419,31634,0.7971,22146,6060,2.6545,110755,97719,0.1334,14216,11385,0.2487,36069,30022,0.2014,0.4511303293297646,326542,318942,326542,279949,0
370,2014-12-20,16785,49070,0.6579,21105,9977,1.1154,0,0,0.0,6759,46136,0.8535,45801,44602,0.0269,6437,31644,0.7966,22163,6101,2.6327,110772,97811,0.1325,14226,11392,0.2488,36116,30040,0.2023,0.4502483375309465,326773,319486,326773,280164,0
371,2014-12-21,16846,49074,0.6567,21108,10018,1.107,0,0,0.0,6793,46150,0.8528,45803,44608,0.0268,6447,31654,0.7963,22166,6141,2.6095,110826,97903,0.132,14226,11398,0.2481,36173,30058,0.2034,0.4494379273648028,327004,319898,327004,280388,0
372,2014-12-22,16912,49078,0.6554,21115,10059,1.0991,0,0,0.0,6821,46163,0.8522,45798,44613,0.0266,6462,31664,0.7959,22175,6182,2.587,110879,97995,0.1315,14220,11404,0.2469,36210,30076,0.2039,0.4485414107336035,327234,320326,327234,280592,0
373,2014-12-23,16974,49082,0.6542,21114,10100,1.0905,0,0,0.0,6847,46177,0.8517,45806,44619,0.0266,6480,31674,0.7954,22176,6223,2.5636,110927,98087,0.1309,14206,11410,0.245,36242,30094,0.2043,0.4475884519308875,327466,320724,327466,280772,0
374,2014-12-24,17037,49086,0.6529,21116,10248,1.0605,0,0,0.0,6864,46191,0.8514,45808,44624,0.0265,6493,31684,0.7951,22173,6264,2.5398,110983,98179,0.1304,14200,11417,0.2438,36275,30112,0.2047,0.4462348042281234,327805,321143,327805,280949,0
375,2014-12-25,17104,49090,0.6516,21115,10396,1.0311,0,0,0.0,6884,46204,0.851,45799,44630,0.0262,6508,31694,0.7947,22166,6304,2.5162,111039,98271,0.1299,14197,11423,0.2428,36313,30129,0.2053,0.4448331662303705,328141,321453,328141,281125,0
376,2014-12-26,17157,49094,0.6505,21120,10544,1.003,0,0,0.0,6925,46218,0.8502,45818,44636,0.0265,6522,31704,0.7943,22156,6345,2.4919,111075,98363,0.1292,14203,11429,0.2427,36361,30147,0.2061,0.4435003653190453,328480,321781,328480,281337,0
377,2014-12-27,17207,49098,0.6495,21115,10547,1.002,0,0,0.0,6964,46232,0.8494,45823,44641,0.0265,6536,31714,0.7939,22139,6386,2.4668,111138,98455,0.1288,14215,11435,0.2431,36400,30165,0.2067,0.4428048546731858,328673,322230,328673,281537,0
378,2014-12-28,17276,49102,0.6482,21127,10550,1.0026,0,0,0.0,6986,46245,0.8489,45851,44647,0.027,6554,31724,0.7934,22134,6427,2.4439,111142,98548,0.1278,14212,11442,0.2421,36413,30183,0.2064,0.4419311091380128,328868,322601,328868,281695,0
379,2014-12-29,17346,49106,0.6468,21128,10553,1.0021,0,0,0.0,7022,46259,0.8482,45871,44652,0.0273,6560,31733,0.7933,22134,6468,2.4221,111171,98640,0.127,14208,11448,0.2411,36459,30201,0.2072,0.4411930954841062,329060,322901,329060,281899,0
380,2014-12-30,17396,49110,0.6458,21129,10556,1.0016,0,0,0.0,7048,46273,0.8477,45881,44658,0.0274,6573,31743,0.7929,22128,6508,2.4001,111173,98732,0.126,14212,11454,0.2408,36496,30219,0.2077,0.4403938612556302,329253,323273,329253,282036,0
381,2014-12-31,17462,49114,0.6445,21132,10559,1.0013,0,0,0.0,7082,46286,0.847,45887,44663,0.0274,6586,31753,0.7926,22122,6549,2.3779,111204,98824,0.1253,14214,11461,0.2402,36518,30236,0.2078,0.4395513666924676,329445,323548,329445,282207,0
382,2015-01-01,17544,49118,0.6428,21137,10562,1.0012,0,0,0.0,7099,46300,0.8467,45886,44669,0.0272,6601,31763,0.7922,22124,6590,2.3572,111218,98916,0.1244,14210,11467,0.2392,36531,30254,0.2075,0.4386161831579394,329639,323899,329639,282350,0
383,2015-01-02,17619,49122,0.6413,21145,10565,1.0014,0,0,0.0,7138,46314,0.8459,45882,44674,0.027,6619,31773,0.7917,22126,6631,2.3368,111228,99008,0.1234,14220,11473,0.2394,36582,30272,0.2084,0.4377774139561959,329832,324188,329832,282559,0
384,2015-01-03,17688,49121,0.6399,21138,10568,1.0002,0,0,0.0,7168,46313,0.8452,45868,44680,0.0266,6643,31783,0.791,22127,6672,2.3164,111249,99100,0.1226,14218,11479,0.2386,36599,30290,0.2083,0.4367435743592541,330006,324480,330006,282698,0
385,2015-01-04,17750,49121,0.6386,21146,10571,1.0004,0,0,0.0,7198,46313,0.8446,45863,44685,0.0264,6668,31793,0.7903,22118,6712,2.2953,111285,99192,0.1219,14219,11486,0.2379,36630,30308,0.2086,0.4358760800894055,330181,324802,330181,282877,0
386,2015-01-05,17822,49120,0.6372,21133,10574,0.9986,0,0,0.0,7232,46312,0.8438,45862,44691,0.0262,6678,31803,0.79,22133,6753,2.2775,111317,99284,0.1212,14217,11492,0.2371,36655,30326,0.2087,0.4349866053185209,330355,325065,330355,283049,0
387,2015-01-06,17893,49120,0.6357,21145,10577,0.9991,0,0,0.0,7263,46312,0.8432,45878,44697,0.0264,6685,31813,0.7899,22133,6794,2.2577,111349,99377,0.1205,14222,11498,0.2369,36678,30344,0.2087,0.4342151440707708,330532,325277,330532,283246,0
388,2015-01-07,17948,49119,0.6346,21157,10580,0.9997,0,0,0.0,7286,46311,0.8427,45879,44852,0.0229,6696,31823,0.7896,22144,6835,2.2398,111384,99451,0.12,14224,11504,0.2364,36704,30381,0.2081,0.4328529632226709,330856,325528,330856,283422,0
389,2015-01-08,17989,49119,0.6338,21158,10583,0.9992,0,0,0.0,7331,46311,0.8417,45894,45007,0.0197,6711,31833,0.7892,22140,6875,2.2204,111408,99526,0.1194,14226,11511,0.2359,36707,30419,0.2067,0.4313131069133774,331184,325797,331184,283564,0
390,2015-01-09,18058,49119,0.6324,21155,10586,0.9984,0,0,0.0,7364,46311,0.841,45891,45162,0.0161,6717,31852,0.7891,22145,6916,2.202,111406,99600,0.1185,14224,11517,0.235,36730,30464,0.2057,0.4296754110524934,331527,326025,331527,283690,0
391,2015-01-10,18125,49118,0.631,21159,10589,0.9982,0,0,0.0,7401,46310,0.8402,45895,45317,0.0128,6728,31871,0.7889,22151,6957,2.184,111408,99675,0.1177,14227,11523,0.2347,36738,30510,0.2041,0.4280350739747491,331870,326319,331870,283832,0
392,2015-01-11,18189,49118,0.6297,21164,10592,0.9981,0,0,0.0,7430,46310,0.8396,45900,45472,0.0094,6743,31891,0.7886,22155,6998,2.1659,111449,99749,0.1173,14222,11529,0.2336,36744,30556,0.2025,0.4265159610493205,332215,326588,332215,283996,0
393,2015-01-12,18248,49117,0.6285,21161,10595,0.9973,0,0,0.0,7463,46309,0.8388,45891,45627,0.0058,6750,31910,0.7885,22158,7039,2.1479,111497,99824,0.1169,14225,11536,0.2331,36762,30602,0.2013,0.4250253338505348,332559,326869,332559,284155,0
394,2015-01-13,18291,49117,0.6276,21158,10598,0.9964,0,0,0.0,7501,46309,0.838,45886,45507,0.0083,6763,31930,0.7882,22154,7079,2.1295,111531,99898,0.1164,14224,11542,0.2324,36776,30648,0.1999,0.4246726072369133,332628,327105,332628,284284,0
395,2015-01-14,18353,49116,0.6263,21148,10601,0.9949,0,0,0.0,7533,46308,0.8373,45891,45388,0.0111,6781,31949,0.7878,22144,7120,2.1101,111553,99973,0.1158,14218,11548,0.2312,36783,30694,0.1984,0.4241667342957706,332697,327349,332697,284404,0
396,2015-01-15,18406,49116,0.6253,21150,10604,0.9945,0,0,0.0,7562,46308,0.8367,45899,45268,0.0139,6798,31969,0.7874,22136,7161,2.0912,111585,100048,0.1153,14215,11554,0.2303,36793,30740,0.1969,0.4238087796903548,332768,327581,332768,284544,0
397,2015-01-16,18455,49116,0.6243,21155,10607,0.9944,0,0,0.0,7590,46308,0.8361,45892,45149,0.0165,6809,31982,0.7871,22138,7202,2.0739,111601,100130,0.1146,14212,11561,0.2293,36795,30827,0.1936,0.4231799857006386,332882,327733,332882,284647,0
398,2015-01-17,18507,49116,0.6232,21157,10610,0.9941,0,0,0.0,7616,46311,0.8355,45894,45029,0.0192,6833,31995,0.7864,22127,7243,2.0549,111612,100212,0.1138,14216,11567,0.229,36812,30915,0.1907,0.4225490843788851,332998,328108,332998,284774,0
399,2015-01-18,18558,49116,0.6222,21165,10613,0.9943,0,0,0.0,7644,46314,0.835,45885,44910,0.0217,6852,32008,0.7859,22123,7283,2.0376,111627,100294,0.113,14211,11573,0.2279,36804,31003,0.1871,0.4218465750463805,333114,328289,333114,284869,0
400,2015-01-19,18616,49116,0.621,21162,10616,0.9934,0,0,0.0,7673,46317,0.8343,45896,44791,0.0247,6876,32022,0.7853,22115,7324,2.0195,111636,100376,0.1122,14205,11580,0.2267,36823,31090,0.1844,0.4211780381235895,333232,328473,333232,285002,0
401,2015-01-20,18678,49117,0.6197,21169,10619,0.9935,0,0,0.0,7711,46321,0.8335,45894,44814,0.0241,6879,32035,0.7853,22121,7365,2.0035,111666,100458,0.1116,14219,11586,0.2273,36844,31178,0.1817,0.4200927755605065,333493,328756,333493,285181,0
402,2015-01-21,18738,49117,0.6185,21171,10622,0.9931,0,0,0.0,7737,46324,0.833,45887,44837,0.0234,6911,32048,0.7844,22118,7406,1.9865,111671,100540,0.1107,14221,11592,0.2268,36852,31266,0.1787,0.418754044919581,333752,328995,333752,285306,0
403,2015-01-22,18798,49117,0.6173,21166,10625,0.9921,0,0,0.0,7756,46327,0.8326,45880,44860,0.0227,6935,32062,0.7837,22117,7446,1.9703,111680,100622,0.1099,14223,11598,0.2263,36850,31354,0.1753,0.4174353539254695,334011,329169,334011,285405,0
404,2015-01-23,18857,49118,0.6161,21170,10628,0.9919,0,0,0.0,7783,46331,0.832,45886,44883,0.0223,6950,32091,0.7834,22109,7487,1.953,111697,100790,0.1082,14221,11605,0.2254,36846,31403,0.1733,0.4159976789816232,334336,329368,334336,285519,0
405,2015-01-24,18902,49129,0.6153,21175,10631,0.9918,0,0,0.0,7815,46336,0.8313,45899,44906,0.0221,6968,32121,0.7831,22100,7528,1.9357,111713,100958,0.1065,14223,11611,0.225,36855,31452,0.1718,0.4146746665391786,334672,329561,334672,285650,0
406,2015-01-25,18969,49140,0.614,21162,10633,0.9902,0,0,0.0,7841,46342,0.8308,45905,44929,0.0217,6978,32151,0.783,22092,7569,1.9187,111729,101127,0.1048,14228,11617,0.2248,36846,31501,0.1697,0.4132157643525995,335009,329806,335009,285750,0
